N ID,Visit name,Quarter ID_original,Combined1,Combined,SCM Type,AID,Type of bacteria,Type of bacteria1,Bacteria_groups,Bacteria_groups_code,Any_pathogen,NAS,Mammaliicoccus,NASM,Gram_neg,Other_bac,Staph_au,Not_iden,Strept,Code for bacterial class,CMT score,Bacterial growth,Quarter ID,QP,QP_RL,QP_FH,T_shape,T_lesion,T_congenital1,AID,AID_original,B_mastitis,Age,Age_code,Breed,Breed1,Breed_Code,BCS,BCS_code,BCS1,A_my,Milk yield_code,L_stage,L_stage code,Pregnancy,Parity,Parity_code,Parity_code1,U_symmetry,U_shape,T_block,T_congenital,T_position,C_hind_quarter,U_dis,H_any_dis,H_lameness,H_cm,H_abort,H_calf_m,FID_original,FID,District,Visit name,F_mastitis,BMSCC,Log10BMSCC,R_system,Rs_code,Month,Season,Education,TN_Buffalo,N_lactating,Breeds,Breed_code,Feeding_S,T_feed,B_source,Wash_buffalo,Control_milk,Wash_udder,Dry_udder,T_dipping,T_hand_milk1,T_hand_milk,Fre_milking,Udder_hygiene,Milker_hygiene,N_milker,Milk_cm_last
1383,Noakhali,F282A4HL,Staphylococcus chromogenes ,Staphylococcus chromogenes,1,770,NAS,NAS,NAS,1,1,1,0,1,0,0,0,0,0,1,4,Single,F282A4HL,HL,Left,Hind,1,0,0,770,4,1,10,3,Crossbreed,Crossbreed,2,5,2,0Good,2,0,5,1,1,4,4,4,1,3,0,0,1,1,0,1,1,0,0,0,282,243,Noakhali,Noakhali,1,"371,000",5.57,Semi-Bathan,1,April,1,1,88,20,River type,1,1,1,0,0,0,0,0,3,1,1,1,4,3,1,0
617,Jamalpur,F137A3HR,Staphylococcus hyicus ,Staphylococcus hyicus,1,320,NAS,NAS,NAS,1,1,1,0,1,0,0,0,0,0,1,4,Single,F137A3HR,HR,Right,Hind,1,0,0,320,3,1,11,3,Crossbreed,Crossbreed,2,5,2,0Good,5,1,5,1,2,4,4,4,1,3,0,0,1,3,0,0,1,0,0,0,137,101,Jamalpur,Jamalpur,1,"444,000",5.65,Household,2,February,0,2,5,3,River type,1,2,3,0,0,1,0,0,3,1,1,2,3,2,1,0
230,Bhola,F87A1FR,Staphylococcus chromogenes ,Staphylococcus chromogenes,0,129,NAS,NAS,NAS,1,1,1,0,1,0,0,0,0,0,1,1,Single,F87A1FR,FR,Right,Front,1,0,0,129,1,1,14,3,Crossbreed,Crossbreed,2,5,2,0Good,1.5,0,3,0,1,4,4,4,1,3,0,0,1,1,0,0,0,0,0,0,87,56,Bhola,Bhola,1,"851,000",5.93,Household,2,March,1,1,14,5,River type,1,1,1,2,0,1,0,0,3,3,3,1,4,3,0,1
235,Bhola,F87A3HL,Staphylococcus hyicus ,Staphylococcus hyicus,1,131,NAS,NAS,NAS,1,1,1,0,1,0,0,0,0,0,1,2,Single,F87A3HL,HL,Left,Hind,1,0,0,131,3,1,15,3,Indigenous,Indigenous,1,5,2,0Good,2.5,0,2.5,0,1,4,4,4,1,3,0,0,1,2,0,0,0,0,0,0,87,56,Bhola,Bhola,1,"851,000",5.93,Household,2,March,1,1,14,5,River type,1,1,1,2,0,1,0,0,3,3,3,1,4,3,0,1
823,Sylhet,F178A1FL,Staphylococcus haemolyticus ,Staphylococcus haemolyticus,1,446,NAS,NAS,NAS,1,1,1,0,1,0,0,0,0,0,1,2,Single,F178A1FL,FL,Left,Front,1,0,0,446,1,1,14,3,Crossbreed,Crossbreed,2,5,2,0Good,2,0,8,2,1,4,4,4,1,3,0,0,1,3,0,0,0,0,0,0,178,141,Moulvibazar,Sylhet,0,"128,000",5.11,Semi-Bathan,1,January,0,0,32,7,River type,1,1,2,0,0,0,0,0,3,4,1,1,4,3,1,0
465,IV-B,F115A1HL,Staphylococcus chromogenes ,Staphylococcus chromogenes,0,235,NAS,NAS,NAS,1,1,1,0,1,0,0,0,0,0,1,1,Single,F115A1HL,HL,Left,Hind,1,0,0,235,1,0,10,3,Indigenous,Indigenous,1,5,2,0Good,4,1,0.5,0,2,4,4,4,1,3,0,0,1,3,0,0,0,0,0,0,115,80,Mymensingh,IV-B,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,IV-B,F122A3HL,Staphylococcus xylosus ,Staphylococcus xylosus,0,249,NAS,NAS,NAS,1,1,1,0,1,0,0,0,0,0,1,1,Single,F122A3HL,HL,Left,Hind,1,0,0,249,3,0,9,3,Crossbreed,Crossbreed,2,5,2,0Good,,,1,0,2,5,5,5,1,3,0,0,1,2,0,0,0,0,0,0,122,86,Mymensingh,IV-B,0,"124,000",5.09,Semi-Bathan,1,November,2,2,11,3,River type,1,2,"1,2",0,0,1,0,0,3,1,1,1,,,,0
1074,Rajshahi,F231A2FL,Staphylococcus chromogenes ,Staphylococcus chromogenes,1,593,NAS,NAS,NAS,1,1,1,0,1,0,0,0,0,0,1,2,Single,F231A2FL,FL,Left,Front,3,0,0,593,2,1,11,3,Crossbreed,Crossbreed,2,5,2,0Good,2,0,5,1,1,5,5,5,1,1,0,0,2,2,0,1,0,0,0,0,231,194,Rajshahi,Rajshahi,0,"102,000",5.01,Semi-intensive,3,March,1,2,8,2,River type,1,2,3,2,0,1,0,0,3,1,1,1,4,3,0,0
1075,Rajshahi,F231A2FR,Staphylococcus chromogenes ,Staphylococcus chromogenes,1,593,NAS,NAS,NAS,1,1,1,0,1,0,0,0,0,0,1,2,Single,F231A2FR,FR,Right,Front,3,0,0,593,2,1,11,3,Crossbreed,Crossbreed,2,5,2,0Good,2,0,5,1,1,5,5,5,1,1,0,0,2,2,0,1,0,0,0,0,231,194,Rajshahi,Rajshahi,0,"102,000",5.01,Semi-intensive,3,March,1,2,8,2,River type,1,2,3,2,0,1,0,0,3,1,1,1,4,3,0,0
1076,Rajshahi,F231A2HR,Staphylococcus hyicus Staphylococcus chromogenes,Staphylococcus hyicus,1,593,NAS,NAS,NAS,1,1,1,0,1,0,0,0,0,0,1,3,Double,F231A2HR,HR,Right,Hind,3,0,0,593,2,1,11,3,Crossbreed,Crossbreed,2,5,2,0Good,2,0,5,1,1,5,5,5,1,1,0,0,2,2,0,1,0,0,0,0,231,194,Rajshahi,Rajshahi,0,"102,000",5.01,Semi-intensive,3,March,1,2,8,2,River type,1,2,3,2,0,1,0,0,3,1,1,1,4,3,0,0
533,Jamalpur,F126A2FL,Staphylococcus chromogenes ,Staphylococcus chromogenes,1,273,NAS,NAS,NAS,1,1,1,0,1,0,0,0,0,0,1,3,Single,F126A2FL,FL,Left,Front,2,0,0,273,2,1,9,3,Indigenous,Indigenous,1,5,2,0Good,3,1,1,0,2,5,5,5,1,3,0,0,1,3,0,0,0,0,0,0,126,90,Jamalpur,Jamalpur,1,"207,000",5.32,Semi-Bathan,1,December,0,1,37,17,River type,1,2,1,2,0,0,0,0,3,1,1,1,4,2,1,1
232,Bhola,F87A2HL,Staphylococcus chromogenes ,Staphylococcus chromogenes,0,130,NAS,NAS,NAS,1,1,1,0,1,0,0,0,0,0,1,1,Single,F87A2HL,HL,Left,Hind,1,0,0,130,2,1,14,3,Indigenous,Indigenous,1,5,2,0Good,2,0,2.5,0,1,5,5,5,1,3,0,0,1,3,0,1,0,0,0,0,87,56,Bhola,Bhola,1,"851,000",5.93,Household,2,March,1,1,14,5,River type,1,1,1,2,0,1,0,0,3,3,3,1,4,3,0,1
800,Sylhet,F174A2HL,Staphylococcus xylosus ,Staphylococcus xylosus,1,435,NAS,NAS,NAS,1,1,1,0,1,0,0,0,0,0,1,3,Single,F174A2HL,HL,Left,Hind,1,0,0,435,2,1,12,3,Crossbreed,Crossbreed,2,5,2,0Good,3,1,4,1,2,5,5,5,1,3,0,0,1,3,0,0,0,0,0,0,174,137,Moulvibazar,Sylhet,0,"157,000",5.2,Semi-Bathan,1,January,0,0,46,10,River type,1,1,2,0,0,0,0,0,3,4,1,1,4,3,1,0
801,Sylhet,F174A2HR,Staphylococcus equorum ,Staphylococcus equorum ,1,435,NAS,NAS,NAS,1,1,1,0,1,0,0,0,0,0,1,3,Single,F174A2HR,HR,Right,Hind,1,0,0,435,2,1,12,3,Crossbreed,Crossbreed,2,5,2,0Good,3,1,4,1,2,5,5,5,1,3,0,0,1,3,0,0,0,0,0,0,174,137,Moulvibazar,Sylhet,0,"157,000",5.2,Semi-Bathan,1,January,0,0,46,10,River type,1,1,2,0,0,0,0,0,3,4,1,1,4,3,1,0
644,Jamalpur,F142A4HR,Staphylococcus chromogenes Staphylococcus haemolyticus,Staphylococcus haemolyticus,0,337,NAS,NAS,NAS,1,1,1,0,1,0,0,0,0,0,1,1,Double,F142A4HR,HR,Right,Hind,1,0,0,337,4,0,12,3,Indigenous,Indigenous,1,5,2,0Good,3,1,2,0,2,5,5,5,1,3,0,0,1,3,0,1,0,0,0,0,142,106,Jamalpur,Jamalpur,0,"83,000",4.92,Semi-Bathan,1,December,0,0,11,5,River type,1,2,3,0,0,0,0,0,3,5,1,1,4,3,0,1
83,Sandwip,F47A1HL,Staphylococcus chromogenes ,Staphylococcus chromogenes,1,52,NAS,NAS,NAS,1,1,1,0,1,0,0,0,0,0,1,2,Single,F47A1HL,HL,Left,Hind,2,0,0,52,1,1,8,2,Indigenous,Indigenous,1,5,2,0Good,2,0,7,2,2,5,5,5,1,3,0,0,1,,0,0,0,0,0,0,47,18,Chattogram,Sandwip,0,"145,000",5.16,Bathan,0,February,0,2,24,8,River type,1,1,1,0,0,1,0,0,3,7,1,1,4,3,0,0
293,Bhola,F98A1FR,Staphylococcus kloosii ,Staphylococcus kloosii ,1,156,NAS,NAS,NAS,1,1,1,0,1,0,0,0,0,0,1,5,Single,F98A1FR,FR,Right,Front,1,0,0,156,1,1,12,3,Indigenous,Indigenous,1,5,2,0Good,2,0,4,1,1,5,5,5,1,3,0,0,5,1,0,1,0,0,0,0,98,67,Bhola,Bhola,1,"822,000",5.91,Bathan,0,March,1,0,70,9,River type,1,1,1,0,0,1,0,0,3,7,1,1,4,3,0,0
541,Jamalpur,F128A1FR,Staphylococcus sciuri Staphylococcus xylosus,Staphylococcus xylosus,0,279,NAS,NAS,NAS,1,1,1,0,1,0,0,0,0,0,1,1,Double,F128A1FR,FR,Right,Front,1,0,0,279,1,0,17,3,Indigenous,Indigenous,1,5,2,0Good,,,3,0,2,9,6,5,1,3,1,,3,2,0,1,0,0,0,1,128,92,Jamalpur,Jamalpur,0,"170,000",5.23,Semi-Bathan,1,December,0,1,37,19,River type,1,2,"1,2",1,0,1,0,0,3,1,1,2,4,2,0,0
730,Jamalpur,F157A1HL,Staphylococcus xylosus ,Staphylococcus xylosus,0,391,NAS,NAS,NAS,1,1,1,0,1,0,0,0,0,0,1,1,Single,F157A1HL,HL,Left,Hind,1,0,0,391,1,1,10,3,Crossbreed,Crossbreed,2,5,2,0Good,4,1,7,2,1,6,6,5,1,3,0,0,1,3,0,1,0,0,0,0,157,121,Jamalpur,Jamalpur,1,"312,000",5.49,Semi-intensive,3,December,0,1,89,24,Both,0,2,3,0,0,1,0,0,3,1,1,2,,3,1,0
735,Jamalpur,F157A3FL,Staphylococcus haemolyticus ,Staphylococcus haemolyticus,0,393,NAS,NAS,NAS,1,1,1,0,1,0,0,0,0,0,1,1,Single,F157A3FL,FL,Left,Front,2,0,0,393,3,0,10,3,Crossbreed,Crossbreed,2,5,2,0Good,5,1,7,2,1,7,6,5,1,3,0,0,1,3,0,1,0,0,0,0,157,121,Jamalpur,Jamalpur,1,"312,000",5.49,Semi-intensive,3,December,0,1,89,24,Both,0,2,3,0,0,1,0,0,3,1,1,2,,3,1,0
564,Jamalpur,F131A5FR,Staphylococcus chromogenes ,Staphylococcus chromogenes,0,292,NAS,NAS,NAS,1,1,1,0,1,0,0,0,0,0,1,1,Single,F131A5FR,FR,Right,Front,2,0,0,292,5,0,15,3,Indigenous,Indigenous,1,5,2,0Good,2,0,1.5,0,2,12,6,5,1,3,0,0,1,2,0,0,0,0,0,0,131,95,Jamalpur,Jamalpur,1,"503,000",5.7,Semi-Bathan,1,December,0,1,22,10,River type,1,2,3,2,0,1,0,0,3,1,1,2,4,3,0,0
703,Jamalpur,F151A3HR,Staphylococcus hyicus ,Staphylococcus hyicus,1,373,NAS,NAS,NAS,1,1,1,0,1,0,0,0,0,0,1,4,Single,F151A3HR,HR,Right,Hind,1,0,0,373,3,1,14,3,Crossbreed,Crossbreed,2,5,2,0Good,7,1,2,0,2,8,6,5,1,3,0,0,1,1,0,0,0,0,0,0,151,115,Jamalpur,Jamalpur,1,"287,000",5.46,Semi-Bathan,1,December,0,0,13,6,River type,1,2,3,0,0,0,0,0,3,1,1,1,4,3,0,0
1210,Noakhali,F258A13FL,Staphylococcus chromogenes ,Staphylococcus chromogenes,1,671,NAS,NAS,NAS,1,1,1,0,1,0,0,0,0,0,1,2,Single,F258A13FL,FL,Left,Front,1,0,0,671,13,1,14,3,Indigenous,Indigenous,1,5,2,0Good,4,1,4,1,2,7,6,5,1,3,0,0,4,2,0,0,0,0,0,0,258,221,Noakhali,Noakhali,1,"304,000",5.48,Semi-intensive,3,March,1,1,157,35,River type,1,2,3,2,0,1,0,0,3,1,1,1,4,3,1,0
1211,Noakhali,F258A13FR,Staphylococcus hyicus Staphylococcus chromogenes,Staphylococcus hyicus,1,671,NAS,NAS,NAS,1,1,1,0,1,0,0,0,0,0,1,2,Double,F258A13FR,FR,Right,Front,1,0,0,671,13,1,14,3,Indigenous,Indigenous,1,5,2,0Good,4,1,4,1,2,7,6,5,1,3,0,0,4,2,0,0,0,0,0,0,258,221,Noakhali,Noakhali,1,"304,000",5.48,Semi-intensive,3,March,1,1,157,35,River type,1,2,3,2,0,1,0,0,3,1,1,1,4,3,1,0
1213,Noakhali,F258A13HR,Staphylococcus chromogenes ,Staphylococcus chromogenes,1,671,NAS,NAS,NAS,1,1,1,0,1,0,0,0,0,0,1,2,Single,F258A13HR,HR,Right,Hind,1,0,0,671,13,1,14,3,Indigenous,Indigenous,1,5,2,0Good,4,1,4,1,2,7,6,5,1,3,0,0,4,2,0,0,0,0,0,0,258,221,Noakhali,Noakhali,1,"304,000",5.48,Semi-intensive,3,March,1,1,157,35,River type,1,2,3,2,0,1,0,0,3,1,1,1,4,3,1,0
731,Jamalpur,F157A1HR,Staphylococcus warneri ,Staphylococcus warneri,1,391,NAS,NAS,NAS,1,1,1,0,1,0,0,0,0,0,1,3,Single,F157A1HR,HR,Right,Hind,3,0,0,391,1,1,10,3,Crossbreed,Crossbreed,2,5,2,0Good,4,1,7,2,1,6,6,5,1,3,0,0,1,3,0,1,0,0,0,0,157,121,Jamalpur,Jamalpur,1,"312,000",5.49,Semi-intensive,3,December,0,1,89,24,Both,0,2,3,0,0,1,0,0,3,1,1,2,,3,1,0
739,Jamalpur,F157A4HR,Staphylococcus chromogenes ,Staphylococcus chromogenes,1,394,NAS,NAS,NAS,1,1,1,0,1,0,0,0,0,0,1,4,Single,F157A4HR,HR,Right,Hind,3,0,0,394,4,1,15,3,Indigenous,Indigenous,1,5,2,0Good,4,1,6,1,1,8,6,5,1,3,0,0,1,3,0,1,0,0,0,0,157,121,Jamalpur,Jamalpur,1,"312,000",5.49,Semi-intensive,3,December,0,1,89,24,Both,0,2,3,0,0,1,0,0,3,1,1,2,,3,1,0
1171,Noakhali,F251A2FL,Staphylococcus saprophyticus ,Staphylococcus saprophyticus ,0,645,NAS,NAS,NAS,1,1,1,0,1,0,0,0,0,0,1,1,Double,F251A2FL,FL,Left,Front,1,0,0,645,2,0,14,3,Crossbreed,Crossbreed,2,5,2,0Good,2,0,5,1,2,7,6,5,1,3,0,0,1,2,0,1,1,0,0,0,251,214,Noakhali,Noakhali,1,"1,213,000",6.08,Semi-Bathan,1,March,1,0,9,4,River type,1,2,1,,0,1,0,0,3,2,2,1,4,3,1,1
225,Bhola,F85A1HL,Staphylococcus chromogenes ,Staphylococcus chromogenes,0,126,NAS,NAS,NAS,1,1,1,0,1,0,0,0,0,0,1,1,Single,F85A1HL,HL,Left,Hind,1,0,0,126,1,1,15,3,Indigenous,Indigenous,1,5,2,0Good,1.5,0,7,2,2,8,6,5,1,1,0,0,3,1,1,1,0,0,0,0,85,54,Bhola,Bhola,0,"190,000",5.28,Household,2,March,1,3,5,1,River type,1,2,3,1,0,0,0,0,3,3,3,1,,,1,1
237,Bhola,F87A4FL,Staphylococcus xylosus Staphylococcus chromogenes,Staphylococcus xylosus,1,132,NAS,NAS,NAS,1,1,1,0,1,0,0,0,0,0,1,2,Double,F87A4FL,FL,Left,Front,1,0,0,132,4,1,15,3,Crossbreed,Crossbreed,2,5,2,0Good,2,0,2.5,0,1,7,6,5,1,3,0,0,1,2,0,1,0,0,0,0,87,56,Bhola,Bhola,1,"851,000",5.93,Household,2,March,1,1,14,5,River type,1,1,1,2,0,1,0,0,3,3,3,1,4,3,0,1
812,Sylhet,F175A3FR,Staphylococcus haemolyticus ,Staphylococcus haemolyticus,0,439,NAS,NAS,NAS,1,1,1,0,1,0,0,0,0,0,1,1,Single,F175A3FR,FR,Right,Front,1,0,0,439,3,0,15,3,Indigenous,Indigenous,1,5,2,0Good,1.5,0,12,3,1,6,6,5,1,3,0,0,1,3,0,0,0,0,0,0,175,138,Moulvibazar,Sylhet,0,"142,000",5.15,Semi-Bathan,1,January,0,0,49,17,River type,1,1,2,0,0,0,0,0,3,4,1,1,4,3,1,0
127,Sandwip,F59A2FR,Staphylococcus hyicus ,Staphylococcus hyicus,1,81,NAS,NAS,NAS,1,1,1,0,1,0,0,0,0,0,1,3,Single,F59A2FR,FR,Right,Front,1,0,0,81,2,1,12,3,Crossbreed,Crossbreed,2,5,2,0Good,2.5,0,7,2,1,6,6,5,1,2,0,0,,3,0,0,0,0,0,0,59,28,Chattogram,Sandwip,1,"405,000",5.61,Semi-Bathan,1,February,0,2,27,2,River type,1,1,3,2,1,0,1,0,3,4,1,1,3,2,0,0
264,Bhola,F93A1FR,Staphylococcus pasteuri ,Staphylococcus pasteuri ,1,144,NAS,NAS,NAS,1,1,1,0,1,0,0,0,0,0,1,2,Single,F93A1FR,FR,Right,Front,1,0,0,144,1,1,12,3,Indigenous,Indigenous,1,5,2,0Good,2,0,6,1,1,6,6,5,1,3,0,0,1,2,0,1,0,0,1,0,93,62,Bhola,Bhola,0,"115,000",5.06,Semi-intensive,3,March,1,2,10,4,River type,1,1,1,2,0,0,0,0,3,,,1,4,3,0,0
265,Bhola,F93A1HL,Staphylococcus epidermidis ,Staphylococcus epidermidis,1,144,NAS,NAS,NAS,1,1,1,0,1,0,0,0,0,0,1,2,Single,F93A1HL,HL,Left,Hind,1,0,0,144,1,1,12,3,Indigenous,Indigenous,1,5,2,0Good,2,0,6,1,1,6,6,5,1,3,0,0,1,2,0,1,0,0,1,0,93,62,Bhola,Bhola,0,"115,000",5.06,Semi-intensive,3,March,1,2,10,4,River type,1,1,1,2,0,0,0,0,3,,,1,4,3,0,0
495,IV-B,F122A4HL,Staphylococcus sciuri ,Mammaliicoccus sciuri,1,250,NAS,NAS,Mammaliicoccus,2,1,0,1,1,0,0,0,0,0,1,2,Single,F122A4HL,HL,Left,Hind,1,0,0,250,4,1,3,0,Crossbreed,Crossbreed,2,5,2,0Good,,,1,0,2,1,1,1,1,3,0,0,1,1,0,1,1,0,0,0,122,86,Mymensingh,IV-B,0,"124,000",5.09,Semi-Bathan,1,November,2,2,11,3,River type,1,2,"1,2",0,0,1,0,0,3,1,1,1,,,,0
608,Jamalpur,F136A4FL,Staphylococcus sciuri ,Mammaliicoccus sciuri,1,316,NAS,NAS,Mammaliicoccus,2,1,0,1,1,0,0,0,0,0,1,2,Single,F136A4FL,FL,Left,Front,1,0,0,316,4,1,4,0,Indigenous,Indigenous,1,5,2,0Good,4,1,4,1,1,1,1,1,1,3,0,0,1,3,0,0,0,0,0,0,136,100,Jamalpur,Jamalpur,0,"178,000",5.25,Semi-intensive,3,December,0,1,41,21,River type,1,2,3,0,0,1,0,0,3,1,1,2,4,3,0,1
900,Sylhet,F195A3HL,Staphylococcus sciuri ,Mammaliicoccus sciuri,1,498,NAS,NAS,Mammaliicoccus,2,1,0,1,1,0,0,0,0,0,1,2,Single,F195A3HL,HL,Left,Hind,1,0,0,498,3,1,5,1,Crossbreed,Crossbreed,2,5,2,0Good,3,1,2,0,2,2,2,2,1,3,0,0,,3,0,0,0,0,0,0,195,158,Moulvibazar,Sylhet,0,"70,000",4.85,Semi-Bathan,1,January,0,1,,,Swamp type,2,1,1,3,0,1,0,0,3,4,1,1,4,3,1,0
862,Sylhet,F186A3HR,Staphylococcus sciuri ,Mammaliicoccus sciuri,0,471,NAS,NAS,Mammaliicoccus,2,1,0,1,1,0,0,0,0,0,1,1,Single,F186A3HR,HR,Right,Hind,1,0,0,471,3,0,7,2,Crossbreed,Crossbreed,2,5,2,0Good,2.5,0,2.5,0,1,2,2,2,1,3,0,0,1,3,0,1,0,0,0,0,186,149,Moulvibazar,Sylhet,1,"207,000",5.32,Semi-Bathan,1,January,0,0,136,46,Swamp type,2,1,1,2,0,0,0,0,3,5,1,1,4,3,0,0
453,IV-B,F113A1HL,Staphylococcus sciuri ,Mammaliicoccus sciuri,1,228,NAS,NAS,Mammaliicoccus,2,1,0,1,1,0,0,0,0,0,1,3,Single,F113A1HL,HL,Left,Hind,,,,228,1,1,4,0,Crossbreed,Crossbreed,2,5,2,0Good,8,1,0.2,0,2,2,2,2,1,2,0,0,2,3,0,0,0,0,0,0,113,78,Mymensingh,IV-B,0,"36,000",4.56,Semi-intensive,3,November,2,3,37,7,River type,1,0,3,1,1,1,1,1,0,5,1,1,1,1,0,0
629,Jamalpur,F140A4FL,Staphylococcus sciuri ,Mammaliicoccus sciuri,1,330,NAS,NAS,Mammaliicoccus,2,1,0,1,1,0,0,0,0,0,1,2,Single,F140A4FL,FL,Left,Front,1,0,0,330,4,1,5,1,Indigenous,Indigenous,1,5,2,0Good,,,7,2,2,2,2,2,1,3,0,0,1,2,0,0,0,0,0,0,140,104,Jamalpur,Jamalpur,0,"105,000",5.02,Household,2,February,0,2,15,6,,,2,3,2,0,1,0,0,3,6,1,1,4,3,0,0
145,Sandwip,F65A1FR,Staphylococcus sciuri ,Mammaliicoccus sciuri,1,87,NAS,NAS,Mammaliicoccus,2,1,0,1,1,0,0,0,0,0,1,2,Single,F65A1FR,FR,Right,Front,2,0,0,87,1,1,7,2,Indigenous,Indigenous,1,5,2,0Good,2.5,0,3,0,2,3,3,3,1,3,0,0,2,1,0,1,1,0,0,0,65,34,Chattogram,Sandwip,0,"123,000",5.09,Household,2,February,0,1,7,3,River type,1,2,3,2,0,0,0,0,3,2,2,1,4,,0,0
614,Jamalpur,F137A3FL,Staphylococcus sciuri ,Mammaliicoccus sciuri,1,320,NAS,NAS,Mammaliicoccus,2,1,0,1,1,0,0,0,0,0,1,4,Single,F137A3FL,FL,Left,Front,1,0,0,320,3,1,11,3,Crossbreed,Crossbreed,2,5,2,0Good,5,1,5,1,2,4,4,4,1,3,0,0,1,3,0,0,1,0,0,0,137,101,Jamalpur,Jamalpur,1,"444,000",5.65,Household,2,February,0,2,5,3,River type,1,2,3,0,0,1,0,0,3,1,1,2,3,2,1,0
615,Jamalpur,F137A3FR,Staphylococcus sciuri ,Mammaliicoccus sciuri,1,320,NAS,NAS,Mammaliicoccus,2,1,0,1,1,0,0,0,0,0,1,4,Single,F137A3FR,FR,Right,Front,1,0,0,320,3,1,11,3,Crossbreed,Crossbreed,2,5,2,0Good,5,1,5,1,2,4,4,4,1,3,0,0,1,3,0,0,1,0,0,0,137,101,Jamalpur,Jamalpur,1,"444,000",5.65,Household,2,February,0,2,5,3,River type,1,2,3,0,0,1,0,0,3,1,1,2,3,2,1,0
616,Jamalpur,F137A3HL,Staphylococcus sciuri ,Mammaliicoccus sciuri,1,320,NAS,NAS,Mammaliicoccus,2,1,0,1,1,0,0,0,0,0,1,4,Single,F137A3HL,HL,Left,Hind,1,0,0,320,3,1,11,3,Crossbreed,Crossbreed,2,5,2,0Good,5,1,5,1,2,4,4,4,1,3,0,0,1,3,0,0,1,0,0,0,137,101,Jamalpur,Jamalpur,1,"444,000",5.65,Household,2,February,0,2,5,3,River type,1,2,3,0,0,1,0,0,3,1,1,2,3,2,1,0
1172,Noakhali,F251A3FL,Staphylococcus sciuri ,Mammaliicoccus sciuri,1,646,NAS,NAS,Mammaliicoccus,2,1,0,1,1,0,0,0,0,0,1,2,Single,F251A3FL,FL,Left,Front,1,0,0,646,3,1,12,3,Crossbreed,Crossbreed,2,5,2,0Good,,0,6,1,2,4,4,4,1,3,0,0,1,1,0,1,0,0,0,0,251,214,Noakhali,Noakhali,1,"1,213,000",6.08,Semi-Bathan,1,March,1,0,9,4,River type,1,2,1,,0,1,0,0,3,2,2,1,4,3,1,1
1198,Noakhali,F257A1FR,Staphylococcus sciuri ,Mammaliicoccus sciuri,1,664,NAS,NAS,Mammaliicoccus,2,1,0,1,1,0,0,0,0,0,1,3,Single,F257A1FR,FR,Right,Front,1,0,0,664,1,1,13,3,Indigenous,Indigenous,1,5,2,0Good,3,1,8,2,1,5,5,5,1,3,0,0,4,2,0,1,1,0,0,0,257,220,Noakhali,Noakhali,1,"819,000",5.91,Semi-Bathan,1,March,1,,40,7,River type,1,1,1,2,0,1,0,0,3,2,2,1,4,3,1,1
834,Sylhet,F179A3FL,Staphylococcus sciuri ,Mammaliicoccus sciuri,0,451,NAS,NAS,Mammaliicoccus,2,1,0,1,1,0,0,0,0,0,1,1,Single,F179A3FL,FL,Left,Front,1,0,0,451,3,0,10,3,Indigenous,Indigenous,1,5,2,0Good,3,1,4,1,2,5,5,5,1,3,0,0,3,,0,0,0,0,0,0,179,142,Moulvibazar,Sylhet,0,"125,000",5.1,Semi-Bathan,1,January,0,0,49,11,River type,1,1,2,0,0,0,0,0,3,4,1,1,4,3,1,0
836,Sylhet,F180A1HL,Staphylococcus sciuri ,Mammaliicoccus sciuri,1,453,NAS,NAS,Mammaliicoccus,2,1,0,1,1,0,0,0,0,0,1,2,Single,F180A1HL,HL,Left,Hind,1,0,0,453,1,1,14,3,Indigenous,Indigenous,1,5,2,0Good,4,1,4,1,2,5,5,5,1,3,0,0,1,1,0,0,0,0,0,0,180,143,Moulvibazar,Sylhet,0,"72,000",4.86,Semi-Bathan,1,January,0,1,37,,Swamp type,2,1,1,3,1,1,0,0,3,4,1,1,4,3,0,0
964,Rajshahi,F211A2FR,Staphylococcus sciuri ,Mammaliicoccus sciuri,0,538,NAS,NAS,Mammaliicoccus,2,1,0,1,1,0,0,0,0,0,1,1,Single,F211A2FR,FR,Right,Front,1,0,0,538,2,1,13,3,Indigenous,Indigenous,1,5,2,0Good,2,0,5,1,1,6,6,5,1,3,0,0,1,1,0,1,0,0,0,0,211,174,Rajshahi,Rajshahi,0,"89,000",4.95,Semi-intensive,3,February,0,0,8,2,River type,1,2,1,2,0,1,0,0,3,1,1,1,4,3,0,0
550,Jamalpur,F129A2FL,Staphylococcus sciuri ,Mammaliicoccus sciuri,0,284,NAS,NAS,Mammaliicoccus,2,1,0,1,1,0,0,0,0,0,1,1,Single,F129A2FL,FL,Left,Front,1,0,0,284,2,0,13,3,Indigenous,Indigenous,1,5,2,0Good,3,1,1,0,2,8,6,5,1,3,0,0,1,3,0,1,1,0,0,0,129,93,Jamalpur,Jamalpur,1,"392,000",5.59,Semi-intensive,3,December,0,0,12,7,River type,1,2,3,0,1,1,1,0,3,1,1,1,4,3,0,0
